stock_name,stock_symbol,period,gross_profit_margin,operating_profit_margin,net_profit_margin,return_on_equity,debt_ratio,interest_coverage,current_ratio,quick_ratio,accounts_turnover,inventory_turnover,eps,book_value_per_share,date
弘裕,1474,Q,10.89,-0.9,-0.99,-0.32,44.96,-0.92,219.8,120.55,1.28,0.75,-0.05,16.28,2022-12-01 00:00:00
弘裕,1474,Q,12.04,1.26,3.53,1.29,45.39,7.59,220.71,122.78,1.37,0.81,0.2,16.61,2022-09-01 00:00:00
弘裕,1474,Q,14.82,4.17,3.05,1.15,45.93,7.06,230.94,125.09,1.3,0.77,0.18,16.37,2022-06-01 00:00:00
弘裕,1474,Q,12.84,2.35,3.88,1.61,47.81,10.07,221.08,126.26,1.21,0.83,0.26,16.79,2022-03-01 00:00:00
弘裕,1474,Y,12.73,1.85,2.53,3.81,44.96,5.72,219.8,120.55,4.95,3.19,0.6,16.28,2022-12-01 00:00:00
中石化,1314,Q,-11.19,-18.14,-19.62,-1.28,44.29,-5.14,258.8,45.75,2.16,0.12,-0.27,20.72,2023-03-01 00:00:00
中石化,1314,Q,-20.7,-39.74,-15.91,-0.77,43.65,0.26,254.66,35.64,1.85,0.1,-0.16,20.98,2022-12-01 00:00:00
中石化,1314,Q,-12.56,-24.1,28.79,2.04,42.46,14.34,275.91,51.55,1.89,0.14,0.43,21.2,2022-09-01 00:00:00
中石化,1314,Q,2.92,-5.44,-5.68,-0.58,42.68,-3.58,284.59,74.51,2.27,0.18,-0.12,20.71,2022-06-01 00:00:00
中石化,1314,Q,0.52,-6.84,-4.51,-0.41,40.63,-2.84,292.38,76.82,1.97,0.17,-0.09,21.34,2022-03-01 00:00:00
中石化,1314,Y,-4.93,-15.37,0.82,0.26,43.65,2.59,254.66,35.64,8.89,0.58,0.06,20.98,2022-12-01 00:00:00
如興,4414,Q,5.35,-17.52,-16.99,-12.7,70.32,-3.42,84.28,35.19,2.19,0.79,-0.66,4.1,2023-03-01 00:00:00
如興,4414,Q,8.84,-4.01,-30.92,-22.01,70.05,-8.46,92.08,41.15,1.65,0.71,-1.36,4.78,2022-12-01 00:00:00
如興,4414,Q,15.84,-4.06,-5.02,-4.3,69.53,-1.12,89.25,38.32,1.99,0.78,-0.31,0,2022-09-01 00:00:00
如興,4414,Q,6.95,-26.73,-45.32,-31.37,69.27,-28.92,90.66,37.32,2.18,0.82,-2.6,0,2022-06-01 00:00:00
如興,4414,Q,10.15,-20.86,-21.4,-10.59,59.66,-12.21,98.74,40.74,1.75,0.78,-1.05,8.75,2022-03-01 00:00:00
如興,4414,Y,10.62,-14.12,-25.24,-66.79,70.05,-10.9,92.08,41.15,7.83,3.68,-5.32,4.78,2022-12-01 00:00:00
華城,1519,Q,28.03,14.42,13.17,5.02,69.54,15.77,125.68,36.19,0.8,0.24,0.79,14.16,2023-03-01 00:00:00
華城,1519,Q,16.7,3.2,17.82,11.83,63.55,36.09,142.23,46.48,1.44,0.52,1.83,15.87,2022-12-01 00:00:00
華城,1519,Q,25.92,7.8,7.88,3.5,67.72,13.05,135.56,44.36,0.87,0.31,0.52,13.95,2022-09-01 00:00:00
華城,1519,Q,23.76,12.38,11.24,6.51,66.18,26.84,136.59,44.31,1.01,0.46,0.89,13.46,2022-06-01 00:00:00
華城,1519,Q,16.5,-2.7,-0.87,-0.35,67.28,-0.48,145.57,48.91,0.62,0.39,-0.03,12.59,2022-03-01 00:00:00
華城,1519,Y,20.48,5.54,10.61,21.13,63.55,21.25,142.23,46.48,3.23,1.78,3.21,15.87,2022-12-01 00:00:00
宏亞,1236,Q,31.01,5.46,0.66,0.11,29.75,13.68,111.21,67.63,1.21,1.54,0.03,25.23,2023-03-01 00:00:00
宏亞,1236,Q,29.93,3.96,3.7,0.82,28.87,14.58,124.07,79.48,1.78,1.9,0.22,27.07,2022-12-01 00:00:00
宏亞,1236,Q,26.98,2.29,2.8,0.5,25.74,9.27,127.38,74.97,2.12,1.55,0.14,27.08,2022-09-01 00:00:00
宏亞,1236,Q,21.36,-9.9,-9.54,-1.32,25.37,-21.98,107.12,56.89,1.42,1.32,-0.34,27.63,2022-06-01 00:00:00
宏亞,1236,Q,27.41,0.83,77.46,18.04,37.74,192.21,138.45,107.55,1.58,1.74,3.89,23.52,2022-03-01 00:00:00
三芳,1307,Q,23.85,9.67,6.05,1.88,46.38,14.01,215.04,150.3,1.77,0.94,0.4,20.85,2023-03-01 00:00:00
三芳,1307,Q,19.91,5.05,0.74,0.21,44.92,3.14,234.71,164.06,1.47,0.87,0.04,21.32,2022-12-01 00:00:00
三芳,1307,Q,15.4,2.41,5.97,2.18,45.83,16.89,245.02,169.28,1.82,1.05,0.46,21.75,2022-09-01 00:00:00
三芳,1307,Q,15.88,2.62,5.93,2.02,47.39,14.69,224.63,143.22,1.74,0.86,0.4,20.36,2022-06-01 00:00:00
三芳,1307,Q,13.72,1.09,4.18,1.42,49.15,13.31,209.53,128.43,1.82,0.88,0.27,19.52,2022-03-01 00:00:00
台塑,1301,Q,6.64,0.03,4.49,0.67,34.54,6.65,143.5,119.65,3.33,2.14,0.37,54.03,2023-03-01 00:00:00
台塑,1301,Q,2.55,-4.52,-14.48,-2.04,30.04,-17.99,167.76,139.21,3.03,2.14,-1.16,56.19,2022-12-01 00:00:00
台塑,1301,Q,7.72,0.86,10.35,1.55,29.5,22.19,173.82,142.7,2.58,2.03,0.9,57.9,2022-09-01 00:00:00
台塑,1301,Q,26.27,20.69,28.68,5.28,31.79,136.35,164.68,136.99,2.91,2.19,3.33,59.01,2022-06-01 00:00:00
台塑,1301,Q,24.71,18.77,23.34,3.99,24.35,113.58,281.34,240.49,2.78,2.24,2.6,67.25,2022-03-01 00:00:00
台達化,1309,Q,2.8,-3.16,-2.01,-0.99,22.02,-30.5,378.82,285.68,2.18,3.07,-0.18,18.15,2023-03-01 00:00:00
新纖,1409,Q,16.28,5.62,1.44,0.28,75.44,2.62,100.96,29.12,0.52,1.22,0.02,21.29,2023-03-01 00:00:00
臺鹽,1737,Q,38.04,14.91,12.13,1.56,18.15,188.06,355.31,245.09,3.9,1.34,0.54,33.15,2023-03-01 00:00:00
台聚,1304,Q,13.27,5.6,-4.46,-1.16,34.65,-7.66,314.4,225.16,1.86,1.56,-0.09,22.78,2023-03-01 00:00:00
三芳,1307,Y,16.11,2.73,4.37,5.83,44.92,11.54,234.71,164.06,8.11,3.95,1.18,21.32,2022-12-01 00:00:00
台塑,1301,Y,16.91,10.65,14.36,9.5,30.04,43.23,167.76,139.21,12.14,8.91,5.68,56.19,2022-12-01 00:00:00
新纖,1409,Q,14.71,3.64,1.06,0.21,74.65,2.27,102.04,29.62,0.55,1.24,0.01,21.99,2022-12-01 00:00:00
新纖,1409,Q,18.77,8.35,11.92,2.98,75.61,14.72,99.62,27.87,0.62,1.37,0.69,21.54,2022-09-01 00:00:00
新纖,1409,Q,20.23,10.25,9.06,2.35,76.18,13.64,97.34,29.66,0.6,1.44,0.51,21.33,2022-06-01 00:00:00
新纖,1409,Q,21.8,11.12,9.27,2.44,75.92,15.38,99.04,30.73,0.61,1.54,0.54,21.91,2022-03-01 00:00:00
台達化,1309,Q,6.21,-1.31,-1.11,-0.59,22.02,-18.82,442.35,354.61,2.13,3.15,-0.11,18.12,2022-12-01 00:00:00
台達化,1309,Q,7.66,-1.38,0.77,0.5,26.03,21.06,399.23,301.62,2.34,3.07,0.09,18.17,2022-09-01 00:00:00
台達化,1309,Q,11.01,2.5,3.18,2.1,29.23,444.27,272.32,205.38,2.36,3.29,0.42,19,2022-06-01 00:00:00
台達化,1309,Q,13.45,4.75,5.71,3.31,22.79,401.68,362.71,288.05,1.94,3.25,0.68,21.1,2022-03-01 00:00:00
台聚,1304,Q,18.6,11.36,-0.42,-0.12,34.49,1.37,293.39,213.06,1.98,1.62,0.46,22.84,2022-12-01 00:00:00
台聚,1304,Q,12.01,4.06,-4.56,-1.44,35.96,-7.74,257.85,181.61,2.17,1.66,0.16,22.56,2022-09-01 00:00:00
台聚,1304,Q,16.97,9.43,0.09,0.03,37.59,12.26,203.28,141.3,2.32,1.7,0.33,22.2,2022-06-01 00:00:00
台聚,1304,Q,18.3,9.76,4.27,1.29,31.51,27.83,264.05,191.81,2,1.78,0.5,24.73,2022-03-01 00:00:00
台達化,1309,Y,9.73,1.25,2.28,5.54,22.02,80.65,442.35,354.61,8.8,15.28,1.04,18.12,2022-12-01 00:00:00
南亞,1303,Q,8.02,1.58,2.53,0.43,44.55,3.09,139.84,104.8,1.39,1.13,0.11,44.89,2023-03-01 00:00:00
南亞,1303,Q,13.18,6.88,1.45,0.28,40.76,3.83,142.59,108.04,1.46,1.2,-0.08,47.3,2022-12-01 00:00:00
南亞,1303,Q,10.24,3.85,6.31,1.3,41.02,10.27,172.39,129.01,1.49,1.26,0.43,48.48,2022-09-01 00:00:00
南亞,1303,Q,16.78,10.73,16.79,3.72,42.01,49.76,165.17,124.3,1.56,1.32,1.81,48.78,2022-06-01 00:00:00
南亞,1303,Q,19.17,13.19,15.94,3.69,34.22,54.1,233.19,173.93,1.62,1.42,1.9,55.2,2022-03-01 00:00:00
新纖,1409,Y,19.14,8.63,8.18,7.84,74.65,11,102.04,29.62,2.44,5.89,1.75,21.99,2022-12-01 00:00:00
南亞,1303,Y,15.18,9.02,10.84,9.35,40.76,21.62,142.59,108.04,6.3,5.45,4.05,47.3,2022-12-01 00:00:00
宏亞,1236,Y,26.97,0.21,20.12,16.76,28.87,60.48,124.07,79.48,5.15,6.31,3.91,27.07,2022-12-01 00:00:00
台聚,1304,Y,16.47,8.63,-0.09,-0.11,34.49,4.24,293.39,213.06,7.67,7.5,1.45,22.84,2022-12-01 00:00:00
臺鹽,1737,Q,37.46,11.15,12.79,1.63,18.87,250.01,334.1,222.96,4.76,1.38,0.45,32.61,2022-12-01 00:00:00
臺鹽,1737,Q,39.29,17.41,16.75,2.54,19.92,163.56,311.7,211.94,4.77,1.62,0.81,31.99,2022-09-01 00:00:00
臺鹽,1737,Q,28.67,5.69,2.83,0.38,25.48,28.76,223.97,140.01,3.22,1.61,0.23,31.17,2022-06-01 00:00:00
勝悅-KY,1340,Q,-37.93,-82.08,-75.06,-1.84,3.17,-338.27,1380.99,1237.92,1.01,5.99,-0.55,29.82,2023-03-01 00:00:00
勝悅-KY,1340,Q,-36.95,-74.86,-80.39,-2.37,2.94,-420.31,1563.94,1410.69,1.36,8.03,-0.73,30.4,2022-12-01 00:00:00
勝悅-KY,1340,Q,-46.69,-92.77,-97.69,-2.42,3.12,-303.47,1661.7,1514.97,1.21,10.2,-0.77,31.28,2022-09-01 00:00:00
勝悅-KY,1340,Q,-60.93,-93.85,-90.72,-2.1,3.15,-277.37,1745.25,1638.22,1.12,10.3,-0.68,31.88,2022-06-01 00:00:00
勝悅-KY,1340,Q,-60.39,-84.5,-77.12,-1.91,2.69,0,1953.13,1806.68,1,8.87,-0.63,33.17,2022-03-01 00:00:00
台苯,1310,Q,0.33,-1.51,-0.03,-0.01,24.11,-0.35,145.98,101.41,2.15,4.46,0,12.43,2023-03-01 00:00:00
台苯,1310,Q,-5.44,-7.64,-5.82,-2.09,24.58,-64.44,147.72,104,2.65,5.43,-0.28,12.26,2022-12-01 00:00:00
台苯,1310,Q,-6.47,-8.24,-5.77,-2.48,18.3,-87.83,186.08,135.68,3,4.43,-0.33,12.73,2022-09-01 00:00:00
台苯,1310,Q,-2.52,-3.65,-3.91,-2.04,26.3,-133.59,154.02,88.77,3.1,5.39,-0.28,13.13,2022-06-01 00:00:00
台苯,1310,Q,2.82,1.14,3.84,1.82,18.56,154.27,195.96,139.81,3.16,5.71,0.18,13.74,2022-03-01 00:00:00
達新,1315,Q,17.15,2.71,5.87,0.3,9.89,77.14,860.09,705.3,1.49,0.58,0.33,112.65,2023-03-01 00:00:00
達新,1315,Q,20.96,8.22,1.92,0.11,7.77,35.64,1168.92,959.48,1.36,0.65,0.12,111.06,2022-12-01 00:00:00
達新,1315,Q,20.33,8.31,67.67,4.75,8.07,1184.54,1167.22,932.89,1.65,0.79,5.29,108.59,2022-09-01 00:00:00
達新,1315,Q,17.31,5.1,16.1,0.98,6.95,203.55,1394.54,1125.81,1.78,0.72,1.16,114.17,2022-06-01 00:00:00
達新,1315,Q,17.01,3.63,13.22,0.7,10.55,141.07,809.89,590.91,1.61,0.65,0.84,121.89,2022-03-01 00:00:00
遠東新,1402,Q,18.24,4.82,4.92,1.11,58.66,4.35,111.8,65.14,2.06,0.94,0.29,39.46,2023-03-01 00:00:00
達新,1315,Y,18.93,6.38,26.64,6.4,7.77,336.93,1168.92,959.48,6.23,2.87,7.41,111.06,2022-12-01 00:00:00
勝悅-KY,1340,Y,-50.69,-85.96,-86.11,-8.92,2.94,-418.55,1563.94,1410.69,3.88,32.12,-2.81,30.4,2022-12-01 00:00:00
富林-KY,1341,Q,23.79,15.2,11.07,5.93,51.39,11.81,140.36,58.6,1.09,0.64,1.37,22.32,2023-03-01 00:00:00
富林-KY,1341,Q,23.7,14.68,9.78,5.67,50.71,13.14,142.87,78.5,1.31,0.76,1.41,23.76,2022-12-01 00:00:00
富林-KY,1341,Q,18.14,9.8,10.25,5.69,46.66,15.88,153.36,85.25,1.23,0.76,1.4,25.82,2022-09-01 00:00:00
富林-KY,1341,Q,19.52,10.9,9.81,6.48,56.82,31.09,131.34,68.47,1.45,0.95,1.65,23.51,2022-06-01 00:00:00
遠東新,1402,Q,15.99,3.2,1.83,0.43,58.7,2.81,102.33,56.98,2.06,0.98,0.01,39.05,2022-12-01 00:00:00
遠東新,1402,Q,17.34,4.08,5.27,1.31,58.83,6.1,99.99,55.41,1.95,0.97,0.46,39.42,2022-09-01 00:00:00
遠東新,1402,Q,21.19,7.64,6.59,1.68,59.82,8.9,104.08,57.99,2.07,0.96,0.62,38.54,2022-06-01 00:00:00
遠東新,1402,Q,21.21,6.73,6.42,1.49,57.25,8.79,110.9,57.58,2.09,0.96,0.55,39.67,2022-03-01 00:00:00
遠東新,1402,Y,18.95,5.44,5.05,4.93,58.7,6.13,102.33,56.98,9.03,4.16,1.63,39.05,2022-12-01 00:00:00
臺鹽,1737,Q,35.49,14.25,14.27,2,21.6,122.38,292.72,192.62,3.66,1.51,0.64,32.45,2022-03-01 00:00:00
國喬,1312,Q,4.4,-4.26,-3,-0.35,41.16,-3.57,273.45,131.37,2.1,2.49,-0.16,35.25,2023-03-01 00:00:00
國喬,1312,Q,1.84,-10.11,-8.55,-0.92,41.17,-9.95,367.65,178.34,1.98,2.07,-0.32,35.41,2022-12-01 00:00:00
國喬,1312,Q,-3.96,-12.48,-12.86,-1.45,39.38,-25.94,359.81,182.47,1.76,1.82,-0.69,36.2,2022-09-01 00:00:00
國喬,1312,Q,6.86,-0.49,-3.66,-0.53,35.77,14.33,283.42,158.86,2.25,2.13,-0.19,36.83,2022-06-01 00:00:00
國喬,1312,Q,12.96,3.58,13.75,1.59,28.15,120.82,311.61,188.32,1.95,1.78,0.65,38.02,2022-03-01 00:00:00
國喬,1312,Y,4.79,-4.33,-2.5,-1.21,41.17,0.79,367.65,178.34,8.39,8.84,-0.56,35.41,2022-12-01 00:00:00
富林-KY,1341,Q,17.98,11.46,9.63,5.64,43.61,38.11,195.08,102.55,1.5,0.88,1.49,27.46,2022-03-01 00:00:00
富林-KY,1341,Y,19.81,11.7,9.86,24.2,50.71,20.38,142.87,78.5,5.89,3.15,5.95,23.76,2022-12-01 00:00:00
再生-KY,1337,Q,-31.29,-65.97,-60.95,-1.84,3.2,0,2789.46,2635.74,1.35,1.48,-0.33,17.96,2023-03-01 00:00:00
永裕,1323,Q,18.85,5.99,5.46,1.51,49.28,6.79,359.97,277.78,1.1,1.12,0.3,26.28,2023-03-01 00:00:00
再生-KY,1337,Q,-29.58,-64.87,-66.89,-2.34,3.43,0,2502.45,2380.3,1.4,1.92,-0.43,18.19,2022-12-01 00:00:00
福懋,1434,Q,10.49,2.93,1.07,0.15,27.45,2.39,191.83,96.71,2.59,0.74,0.05,32.89,2023-03-01 00:00:00
臺鹽,1737,Y,35.33,12.32,11.83,6.49,18.87,118.31,334.1,222.96,19.37,5.83,2.13,32.61,2022-12-01 00:00:00
永裕,1323,Q,19.08,6.18,8.89,2.78,48.22,11.14,411.32,312.87,1.11,1.12,0.66,27.03,2022-12-01 00:00:00
永裕,1323,Q,23.31,9.11,8.02,2.78,49.92,17.39,447.88,328.84,1.18,1.04,0.55,26.45,2022-09-01 00:00:00
永裕,1323,Q,21.1,7.95,5.37,1.76,52.63,12.9,311.88,227.16,1.01,0.98,0.21,25.53,2022-06-01 00:00:00
永裕,1323,Q,22.02,9.91,8.63,3.14,54.05,24.6,273.74,204.24,1.02,1.1,0.64,25.55,2022-03-01 00:00:00
永裕,1323,Y,21.43,8.34,7.76,10.33,48.22,15.91,411.32,312.87,4.45,4.56,2.05,27.03,2022-12-01 00:00:00
台苯,1310,Y,-2.54,-4.18,-2.58,-4.71,24.58,-49.22,147.72,104,13.58,18.89,-0.71,12.26,2022-12-01 00:00:00
利華,1423,Q,-18.6,-42.65,79.49,0.96,8.59,2045,2471.35,1980.31,9.45,0.16,0.21,22.06,2023-03-01 00:00:00
利華,1423,Q,39.6,19.74,34.1,0.45,8.34,1412,2804.64,1963.62,7.13,0.09,0.1,21.99,2022-12-01 00:00:00
利華,1423,Q,-104.49,-130.61,56.83,0.64,8.37,1568.2,2596.24,1808.4,7.9,0.23,0.14,21.82,2022-09-01 00:00:00
利華,1423,Q,1.43,-19.14,35.58,0.48,11.09,1866.64,770.78,522.42,11.77,0.12,0.11,21.65,2022-06-01 00:00:00
利華,1423,Q,29.55,13.66,42.34,0.82,8.77,3202.5,1699.38,1141.17,16.82,0.12,0.19,22.76,2022-03-01 00:00:00
再生-KY,1337,Q,-33.98,-68.15,-80.47,-2.78,2.92,0,3208.49,3070.46,1.57,2.06,-0.53,18.9,2022-09-01 00:00:00
再生-KY,1337,Q,-43.51,-85.03,-79.56,-2.25,2.93,0,3131.68,2988.32,1.47,1.93,-0.44,19.29,2022-06-01 00:00:00
再生-KY,1337,Q,-35.06,-74.78,-69.2,-1.83,2.6,0,3823.17,3689.23,1.37,1.67,-0.36,20.03,2022-03-01 00:00:00
再生-KY,1337,Y,-35.24,-72.65,-74.1,-9.36,3.43,0,2502.45,2380.3,5.55,6.91,-1.77,18.19,2022-12-01 00:00:00
福懋,1434,Q,11.51,4.24,2.92,0.4,26.05,4.12,231.05,114.28,2.32,0.73,0.14,33.15,2022-12-01 00:00:00
福懋,1434,Q,9.91,3.01,6.7,0.98,25.8,12.24,225.4,110.77,2.2,0.86,0.35,34.24,2022-09-01 00:00:00
福懋,1434,Q,10.58,3.33,21.92,3.28,26.41,48.7,196.08,106.13,2.19,0.96,1.21,36.61,2022-06-01 00:00:00
福懋,1434,Q,11.5,4.11,6.25,0.89,23.86,19.43,222.64,112.68,2.21,0.97,0.33,37.21,2022-03-01 00:00:00
利華,1423,Y,-0.81,-20.69,41.69,2.38,8.34,1981.02,2804.64,1963.62,26.71,0.54,0.53,21.99,2022-12-01 00:00:00
福懋,1434,Y,10.85,3.66,9.81,5.77,26.05,17.72,231.05,114.28,10.18,3.55,2.02,33.15,2022-12-01 00:00:00
東和,1414,Q,1.45,-12.32,-6.4,-0.29,33.01,-3.01,146.27,78.35,5.09,0.26,-0.04,13.94,2023-03-01 00:00:00
東和,1414,Q,4.93,-8.92,-5.43,-0.25,30.45,-3.47,167.27,90.62,5.46,0.27,-0.03,14.11,2022-12-01 00:00:00
東和,1414,Q,31.75,17.52,26.55,1.39,30.14,31.19,169.65,90.31,5.32,0.23,0.19,14.03,2022-09-01 00:00:00
東和,1414,Q,31.01,19.31,22.74,1.45,30.43,39.13,166.43,88.2,5.63,0.27,0.21,14.01,2022-06-01 00:00:00
東和,1414,Q,24.4,14.2,12.64,0.73,29,23.81,193.3,106.55,4.44,0.27,0.11,14.69,2022-03-01 00:00:00
廣越,4438,Q,14.69,0.93,0.75,0.2,45.2,2.1,215.72,104.4,1.57,0.44,-0.45,76.51,2023-03-01 00:00:00
廣越,4438,Q,11.93,0.33,0.08,0.04,40.72,0.67,268.39,162.28,1.39,0.89,-0.89,76.79,2022-12-01 00:00:00
廣越,4438,Q,17.95,11.65,13.19,11.18,54.46,44.46,182.88,127.92,2.06,1.1,8.94,77.35,2022-09-01 00:00:00
廣越,4438,Q,19.11,10.89,8.29,4.64,54.93,33.67,145.07,69.36,2.18,0.6,3.23,67.17,2022-06-01 00:00:00
廣越,4438,Q,13.85,2.48,2.12,0.75,48.29,8.14,159.92,73.75,1.71,0.51,0.1,68.18,2022-03-01 00:00:00
廣越,4438,Y,16.28,7.58,7.45,16.46,40.72,22.56,268.39,162.28,10.42,3.98,11.38,76.79,2022-12-01 00:00:00
冠星-KY,4439,Q,27.19,13.61,10.85,5.11,33.41,101.52,191.8,128.36,1.85,1.18,4.21,82.99,2023-03-01 00:00:00
冠星-KY,4439,Q,22.49,9.64,5.04,1.84,29.83,32.22,224.9,141.22,1,0.86,1.48,79.01,2022-12-01 00:00:00
冠星-KY,4439,Q,18.23,7.52,6.51,4.31,37.24,60.26,200.35,135.33,1.27,1.28,3.32,80.76,2022-09-01 00:00:00
冠星-KY,4439,Q,14.03,5.39,5.44,4.62,46.95,66.33,168.91,106.43,1.64,1.33,3.36,88.14,2022-06-01 00:00:00
冠星-KY,4439,Q,16.27,7.95,6.48,5.16,45.75,72.55,174.51,99,1.58,1.1,4.29,86.7,2022-03-01 00:00:00
冠星-KY,4439,Y,17,7.29,5.95,16.02,29.83,57.84,224.9,141.22,7.38,4.93,11.74,79.01,2022-12-01 00:00:00
喬福,1540,Q,26.02,9.73,10.45,0.9,11.93,0,698.96,554.08,3.1,0.35,0.14,16.22,2023-03-01 00:00:00
喬福,1540,Q,24.54,5.94,-2.4,-0.21,11.86,0,711.35,556.2,3.41,0.35,-0.03,16.08,2022-12-01 00:00:00
喬福,1540,Q,32.46,20.44,39.17,3.7,12.08,0,724.04,563.66,3.76,0.32,0.59,16.11,2022-09-01 00:00:00
喬福,1540,Q,31.76,19.8,23.14,2.11,12.88,34948,640.07,486.62,3.23,0.3,0.33,15.52,2022-06-01 00:00:00
喬福,1540,Q,30.65,17.31,31.76,2.52,12.19,2429.65,666.38,505.14,3.46,0.27,0.39,15.49,2022-03-01 00:00:00
日馳,1526,Q,32.69,14.77,13.02,3.12,47.29,14.03,218.56,55.63,2.72,0.17,0.76,24.67,2023-03-01 00:00:00
日馳,1526,Q,30.96,14.09,14.47,4.79,50.74,32.6,183.91,50.78,2.71,0.24,1.15,23.85,2022-12-01 00:00:00
日馳,1526,Q,35.59,22.69,18.17,7.72,50.02,59.55,196.63,65.64,2.73,0.28,1.8,24.3,2022-09-01 00:00:00
日馳,1526,Q,40.36,26.65,19.34,8.64,53.74,65.42,178.87,65.39,2.89,0.29,1.97,22.43,2022-06-01 00:00:00
日馳,1526,Q,29.53,18.48,17.77,6.81,53.01,48.37,183.54,70.28,1.66,0.34,1.52,23.14,2022-03-01 00:00:00
喬福,1540,Y,29.86,15.89,22.85,8.11,11.86,7511.11,711.35,556.2,16.15,1.26,1.27,16.08,2022-12-01 00:00:00
東和,1414,Y,24.07,11.74,15.15,3.3,30.45,19.84,167.27,90.62,18.96,1.03,0.47,14.11,2022-12-01 00:00:00
新紡,1419,Q,28.17,10.28,10.9,0.76,28.46,9.08,139.92,108,2.38,0.56,0.3,39.98,2023-03-01 00:00:00
新紡,1419,Q,29.37,11.86,10.38,0.85,29.68,10.34,133.87,104.22,2.48,0.65,0.33,39.24,2022-12-01 00:00:00
新紡,1419,Q,26.04,10.92,28.31,2.29,30.21,32.68,130.06,101.32,2.53,0.68,0.88,38.24,2022-09-01 00:00:00
新紡,1419,Q,29.1,9.69,39.52,2.42,30.76,36.79,122.03,93.71,1.96,0.55,0.94,38.69,2022-06-01 00:00:00
新紡,1419,Q,25.02,2.15,190.28,13.13,29.88,226.73,121.76,92.32,1.78,0.7,4.77,39.12,2022-03-01 00:00:00
日馳,1526,Y,34.49,20.94,17.6,28.43,50.74,51.27,183.91,50.78,7.7,1.24,6.44,23.85,2022-12-01 00:00:00
鑽全,1527,Q,23.08,13.44,10.82,1.83,12.26,0,706.01,149.57,1.4,1.01,0.63,34.5,2023-03-01 00:00:00
鑽全,1527,Q,31.26,19.56,10.5,1.6,13.18,0,656.75,137.78,1.12,0.71,0.54,33.88,2022-12-01 00:00:00
鑽全,1527,Q,29.81,20.3,27.71,5.64,13.9,0,603.45,167.73,1.14,0.89,1.82,33.18,2022-09-01 00:00:00
鑽全,1527,Q,26.79,18.22,18.5,4.73,20.98,0,401.01,135.91,1.27,1.06,1.5,31.36,2022-06-01 00:00:00
鑽全,1527,Q,25.99,17.5,17.63,4.74,16.05,0,523.94,189.3,1.29,1.01,1.49,32.26,2022-03-01 00:00:00
鑽全,1527,Y,28.06,18.73,18.94,16.57,13.18,0,656.75,137.78,5.45,3.53,5.36,33.88,2022-12-01 00:00:00
新紡,1419,Y,27.41,8.96,61.83,19.04,29.68,63.12,133.87,104.22,8.6,2.65,6.92,39.24,2022-12-01 00:00:00
伸興,1558,Q,21.25,4.36,5.13,1.03,31.21,12.12,236.17,176.79,1.01,0.84,0.19,82.88,2023-03-01 00:00:00
伸興,1558,Q,25.24,8.18,4.57,1.08,34.49,9.83,212.28,160.41,0.84,0.84,0.11,82.94,2022-12-01 00:00:00
伸興,1558,Q,21.47,-1.24,12.47,2.74,41.04,27.05,179,133.95,0.65,0.79,2.06,83.58,2022-09-01 00:00:00
伸興,1558,Q,18.1,7.07,10.59,4.03,44.6,61.9,135,102.85,1.16,1.37,3.37,80.18,2022-06-01 00:00:00
伸興,1558,Q,16.56,5.29,8.1,3.16,34.12,68.97,240.9,173.88,1.6,1.14,2.63,84.87,2022-03-01 00:00:00
聯發,1459,Q,-16.96,-27.13,-3.28,-0.31,42.81,0.36,150.62,126.56,2.72,1.09,-0.03,8.95,2023-03-01 00:00:00
伸興,1558,Y,20.21,5.26,8.69,9.47,34.49,30.25,212.28,160.41,4.75,3.61,8.08,82.94,2022-12-01 00:00:00
聯發,1459,Q,-6.97,-15.02,5.15,0.66,48.25,1.71,148.9,127.54,2.74,1.2,0.06,8.87,2022-12-01 00:00:00
聯發,1459,Q,-6.26,-14.18,-54.86,-7.6,49.01,-14.8,134.86,108.42,2.64,1.34,-0.7,8.77,2022-09-01 00:00:00
聯發,1459,Q,5,-1.47,-54.38,-9.86,49.35,-26.76,153.38,129.96,3.12,1.84,-1.03,9.6,2022-06-01 00:00:00
聯發,1459,Q,8.61,0.32,14.42,2.45,46.7,10.15,173.13,156.26,2.87,1.86,0.27,11.23,2022-03-01 00:00:00
聯發,1459,Y,1.6,-6.01,-22.65,-14.14,48.25,-7.68,148.9,127.54,11.12,6.58,-1.4,8.87,2022-12-01 00:00:00
中宇,1535,Q,8.9,2.82,5.75,3.22,46.84,461.48,157.95,92.25,2.57,96.37,0.93,29.55,2023-03-01 00:00:00
中宇,1535,Q,9.52,4.04,3.23,2.31,49.6,534.26,153.11,100.94,2.62,102.74,0.65,28.37,2022-12-01 00:00:00
中宇,1535,Q,8.73,3.49,5.82,3.84,50.6,742.74,152.18,89.16,2.41,108.16,1.04,27.71,2022-09-01 00:00:00
中宇,1535,Q,8.4,3.18,9.9,6.14,52.93,1107.85,144.18,85.23,2.58,153.37,1.65,26.37,2022-06-01 00:00:00
中宇,1535,Q,10.07,4.28,5.13,3.24,47.45,609.54,158.75,83.9,2.69,163.06,0.87,27.42,2022-03-01 00:00:00
正峰,1538,Q,14.26,-24.06,-23.99,-8.3,44.69,-27.69,441.03,346.34,1.39,0.59,-0.36,3.22,2023-03-01 00:00:00
